id,title,year,slug,runtime_min,sktorrent_video_id,sktorrent_cdn,sktorrent_qualities,has_dub,has_subtitles,csfd_rating,imdb_rating,priority_score,imdb_id,csfd_id,detail_url,prehrajto_verdict,prehrajto_candidates,prehrajto_best_url,prehrajto_best_title,prehrajto_search_url
49,Lví král,1994,lvi-kral,,56413,8,"720p,480p",t,t,84,8.5,16.90,tt0110357,24537,https://ceskarepublika.wiki/filmy-online/lvi-kral/,NONE,0,,,https://prehraj.to/hledej/Lv%C3%AD%20kr%C3%A1l
182,Batman začíná,2005,batman-zacina,,6950,3,"720p,480p,360p",t,f,87,8.2,16.90,tt0372784,136224,https://ceskarepublika.wiki/filmy-online/batman-zacina/,FOUND,22,https://prehraj.to/batman-zacina-2005-cz-dabing/6060861ac8e97,Batman začíná (2005) CZ Dabing,https://prehraj.to/hledej/Batman%20za%C4%8D%C3%ADn%C3%A1
168,Umění létat 3D,2011,the-art-of-flight,,19988,11,"720p,480p",f,t,85,8.2,16.70,tt1646967,293158,https://ceskarepublika.wiki/filmy-online/the-art-of-flight/,NONE,0,,,https://prehraj.to/hledej/Um%C4%9Bn%C3%AD%20l%C3%A9tat%203D
370,Škola základ života,1938,skola-zaklad-zivota,,34993,24,"480p,240p",t,f,87,7.9,16.60,tt0152462,3157,https://ceskarepublika.wiki/filmy-online/skola-zaklad-zivota/,FOUND,32,https://prehraj.to/skola-zaklad-zivota-cesta-do-hlubin-studakovy-duse-hd-16-9/67742e277d8b4,Škola základ života+Cesta do hlubin študákovy duše HD (16-9),https://prehraj.to/hledej/%C5%A0kola%20z%C3%A1klad%20%C5%BEivota
132,Oppenheimer,2023,oppenheimer,,33115,14,"720p,480p",t,t,83,8.2,16.50,tt15398776,1091993,https://ceskarepublika.wiki/filmy-online/oppenheimer/,MAYBE,1,https://prehraj.to/oppenheimer-2023-en-1920x1080p/b2a11efa47ed4c0b,Oppenheimer (2023) EN 1920x1080p,https://prehraj.to/hledej/Oppenheimer
632,Medvěd,1988,medved,,24432,18,"720p,480p",t,f,87,7.7,16.40,tt0095800,168,https://ceskarepublika.wiki/filmy-online/medved/,NONE,0,,,https://prehraj.to/hledej/Medv%C4%9Bd
334,Zimní prázdniny,2023,zimni-prazdniny,,36770,15,"720p,480p",t,f,81,7.9,16.00,tt14849194,1290476,https://ceskarepublika.wiki/filmy-online/zimni-prazdniny/,MAYBE,1,https://prehraj.to/zimni-prazdniny-2023-cz-1080p/79d088cc53435f22,Zimní prázdniny (2023) cz 1080p,https://prehraj.to/hledej/Zimn%C3%AD%20pr%C3%A1zdniny
849,Better Man,2024,polepseny-robbie-williams,,49476,24,"720p,480p",t,t,82,7.5,15.70,tt14260836,1128959,https://ceskarepublika.wiki/filmy-online/polepseny-robbie-williams/,MAYBE,1,https://prehraj.to/better-man-2024-cztitulky/26bad780008ba0cb,Better Man 2024- CZtitulky,https://prehraj.to/hledej/Better%20Man
796,50/50,2011,5050,,13895,7,"720p,480p",t,t,80,7.6,15.60,tt1306980,264993,https://ceskarepublika.wiki/filmy-online/5050/,FOUND,16,https://prehraj.to/50-50-2011/5aab848ebb673,50/50 (2011),https://prehraj.to/hledej/50%2050
2963,Lví král,2019,lvi-kral-2019,,4637,24,"480p,240p",t,f,87,6.8,15.50,tt6105098,6741,https://ceskarepublika.wiki/filmy-online/lvi-kral-2019/,NONE,0,,,https://prehraj.to/hledej/Lv%C3%AD%20kr%C3%A1l
270,Přátelé: Zase spolu,2021,pratele-zase-spolu,,18579,18,"720p,480p",t,t,75,8,15.50,tt11337862,1027074,https://ceskarepublika.wiki/filmy-online/pratele-zase-spolu/,NONE,0,,,https://prehraj.to/hledej/P%C5%99%C3%A1tel%C3%A9
1268,Диџеј Ахмет,2025,dj-ahmet,,55924,5,"720p,480p",t,f,79,7.3,15.20,tt34964187,1617792,https://ceskarepublika.wiki/filmy-online/dj-ahmet/,NONE,0,,,https://prehraj.to/hledej/%D0%94%D0%B8%D1%9F%D0%B5%D1%98%20%D0%90%D1%85%D0%BC%D0%B5%D1%82
2491,Bláznivá střela 2 a ½: Vůně strachu,1991,blazniva-strela-2-a-12-vune-strachu,,36287,11,"720p,480p",t,f,83,6.9,15.20,tt0102510,10196,https://ceskarepublika.wiki/filmy-online/blazniva-strela-2-a-12-vune-strachu/,NONE,0,,,https://prehraj.to/hledej/Bl%C3%A1zniv%C3%A1%20st%C5%99ela%202%20a%20%C2%BD
1590,"Tonda, Slávka a kouzelné světlo",2023,tonda-slavka-a-kouzelne-svetlo,,36540,,,t,f,80,7.2,15.20,tt14506102,976647,https://ceskarepublika.wiki/filmy-online/tonda-slavka-a-kouzelne-svetlo/,NONE,0,,,https://prehraj.to/hledej/Tonda%2C%20Sl%C3%A1vka%20a%20kouzeln%C3%A9%20sv%C4%9Btlo
675,Anatomie pádu,2023,anatomie-padu,,37835,21,"720p,480p",t,f,75,7.6,15.10,tt17009710,1191024,https://ceskarepublika.wiki/filmy-online/anatomie-padu/,NONE,0,,,https://prehraj.to/hledej/Anatomie%20p%C3%A1du
690,Mission: Impossible Odplata – První část,2023,mission-impossible-odplata-prvni-cast,,32813,18,"720p,480p",t,t,75,7.6,15.10,tt9603212,30912,https://ceskarepublika.wiki/filmy-online/mission-impossible-odplata-prvni-cast/,NONE,0,,,https://prehraj.to/hledej/Mission
902,Hrdina,2021,hrdina-2021,,2162,9,"480p,360p",t,f,75,7.5,15.00,tt11777738,1026304,https://ceskarepublika.wiki/filmy-online/hrdina-2021/,NONE,0,,,https://prehraj.to/hledej/Hrdina
1889,#annaismissing,2023,annaismissing,,33047,11,"720p,480p",t,f,79,7.1,15.00,tt28671034,1378197,https://ceskarepublika.wiki/filmy-online/annaismissing/,NONE,0,,,https://prehraj.to/hledej/%23annaismissing
1081,Anora,2024,anora,,44430,3,"720p,480p",t,f,75,7.4,14.90,tt28607951,1409983,https://ceskarepublika.wiki/filmy-online/anora/,NONE,0,,,https://prehraj.to/hledej/Anora
910,Nadějná mladá žena,2020,nadejna-mlada-zena,,18899,6,"720p,480p",t,t,73,7.5,14.80,tt9620292,795088,https://ceskarepublika.wiki/filmy-online/nadejna-mlada-zena/,MAYBE,1,https://prehraj.to/nadejna-mlada-zena-2020-cz-1080p/4051a8bfcfd98c3f,Nadějná mladá žena (2020) cz 1080p,https://prehraj.to/hledej/Nad%C4%9Bjn%C3%A1%20mlad%C3%A1%20%C5%BEena
943,Tiché místo,2018,tiche-misto,,57045,7,"720p,480p",t,t,73,7.5,14.80,tt6644200,502297,https://ceskarepublika.wiki/filmy-online/tiche-misto/,NONE,0,,,https://prehraj.to/hledej/Tich%C3%A9%20m%C3%ADsto
1136,Borat: Nakoukání do amerycké kultůry na obědnávku slavnoj kazašskoj národu,2006,borat-nakoukani-do-amerycke-kultury-na-obednavku-slav,,3806,21,"720p,480p,360p",t,f,73,7.4,14.70,tt0443453,223672,https://ceskarepublika.wiki/filmy-online/borat-nakoukani-do-amerycke-kultury-na-obednavku-slav/,NONE,0,,,https://prehraj.to/hledej/Borat
2367,Anděl Páně 2,2016,andel-pane-2,,2068,5,"720p,480p,360p",t,f,77,7,14.70,tt4901798,58799,https://ceskarepublika.wiki/filmy-online/andel-pane-2/,NONE,0,,,https://prehraj.to/hledej/And%C4%9Bl%20P%C3%A1n%C4%9B%202
8498,Tom & Jerry,2021,tom-a-jerry,,17552,6,"720p,480p",t,f,93,5.3,14.60,tt1361336,69266,https://ceskarepublika.wiki/filmy-online/tom-a-jerry/,FOUND,32,https://prehraj.to/tom-jerry-2021-cz-dabing/60b1324e15b0c,Tom & Jerry (2021) CZ Dabing,https://prehraj.to/hledej/Tom%20%26%20Jerry
3107,...a jitra jsou zde tichá,2015,a-jitra-jsou-zde-ticha-sk,,21935,9,"720p,480p",t,f,78,6.8,14.60,tt4629032,105768,https://ceskarepublika.wiki/filmy-online/a-jitra-jsou-zde-ticha-sk/,ERR,0,,,https://prehraj.to/hledej/...a%20jitra%20jsou%20zde%20tich%C3%A1
1610,Trojúhelník smutku,2022,trojuhelnik-smutku,,28617,18,"720p,480p",t,t,74,7.2,14.60,tt7322224,875719,https://ceskarepublika.wiki/filmy-online/trojuhelnik-smutku/,NONE,0,,,https://prehraj.to/hledej/Troj%C3%BAheln%C3%ADk%20smutku
1567,Vlastníci,2019,vlastnici,,7720,2,"720p,480p,360p",t,f,74,7.2,14.60,tt10583170,688473,https://ceskarepublika.wiki/filmy-online/vlastnici/,NONE,0,,,https://prehraj.to/hledej/Vlastn%C3%ADci
4885,Karate Kid: Legendy,2025,karate-kid-legendy,,48036,11,"720p,480p",t,t,82,6.3,14.50,tt1674782,843307,https://ceskarepublika.wiki/filmy-online/karate-kid-legendy/,MAYBE,1,https://prehraj.to/karate-kid/6895d1f384c3b,KARATE KID,https://prehraj.to/hledej/Karate%20Kid
2909,Byl jednou jeden sněhulák,2020,byl-jednou-jeden-snehulak,,14754,6,"720p,480p",f,t,77,6.8,14.50,tt13061790,916077,https://ceskarepublika.wiki/filmy-online/byl-jednou-jeden-snehulak/,NONE,0,,,https://prehraj.to/hledej/Byl%20jednou%20jeden%20sn%C4%9Bhul%C3%A1k
2075,Teorie tygra,2016,teorie-tygra,,2959,9,"720p,480p,360p",t,f,74,7.1,14.50,tt4568328,411706,https://ceskarepublika.wiki/filmy-online/teorie-tygra/,NONE,0,,,https://prehraj.to/hledej/Teorie%20tygra
3487,Dvě tváře lásky,1996,dve-tvare-lasky,,43799,4,"720p,480p",t,f,78,6.7,14.50,tt0117057,33352,https://ceskarepublika.wiki/filmy-online/dve-tvare-lasky/,NONE,0,,,https://prehraj.to/hledej/Dv%C4%9B%20tv%C3%A1%C5%99e%20l%C3%A1sky
3042,Ostrov,2005,ostrov,,5680,1,"720p,480p,360p",t,f,76,6.8,14.40,tt0399201,180956,https://ceskarepublika.wiki/filmy-online/ostrov/,NONE,0,,,https://prehraj.to/hledej/Ostrov
2637,Spolu to dáme,2017,spolu-to-dame,,2323,10,"720p,480p,360p",t,f,75,6.9,14.40,tt6175820,574262,https://ceskarepublika.wiki/filmy-online/spolu-to-dame/,NONE,0,,,https://prehraj.to/hledej/Spolu%20to%20d%C3%A1me
2256,Ulička přízraků,2021,ulicka-prizraku,,22569,8,"720p,480p",t,f,74,7,14.40,tt7740496,26419,https://ceskarepublika.wiki/filmy-online/ulicka-prizraku/,MAYBE,1,https://prehraj.to/ulicka-prizraku-2022-1080p-cz/060c1196cf59c574,Ulička přízraků 2022 1080p CZ,https://prehraj.to/hledej/Uli%C4%8Dka%20p%C5%99%C3%ADzrak%C5%AF
2268,Phineas a Ferb ve filmu: Candy proti vesmíru,2020,phineas-a-ferb-ve-filmu-candy-proti-vesmiru,,22727,,,t,f,74,7,14.40,tt1817232,305893,https://ceskarepublika.wiki/filmy-online/phineas-a-ferb-ve-filmu-candy-proti-vesmiru/,MAYBE,1,https://prehraj.to/phineas-a-ferb-ve-filmu/60ec9bd5e8880,Phineas a Ferb ve filmu,https://prehraj.to/hledej/Phineas%20a%20Ferb%20ve%20filmu
2355,Úkryt v zoo,2017,ukryt-v-zoo,,2418,11,480p,t,f,74,7,14.40,tt1730768,348243,https://ceskarepublika.wiki/filmy-online/ukryt-v-zoo/,NONE,0,,,https://prehraj.to/hledej/%C3%9Akryt%20v%20zoo
4040,Bláznivá střela 33 ⅓: Poslední trapas,1994,blazniva-strela-33-a-13-posledni-trapas,,36318,3,"720p,480p",t,f,79,6.5,14.40,tt0110622,8294,https://ceskarepublika.wiki/filmy-online/blazniva-strela-33-a-13-posledni-trapas/,NONE,0,,,https://prehraj.to/hledej/Bl%C3%A1zniv%C3%A1%20st%C5%99ela%2033%20%E2%85%93
3649,Mavka: Strážkyně lesa,2022,mavka-strazkyne-lesa,,31991,14,"720p,480p",t,t,78,6.6,14.40,tt6685538,189625,https://ceskarepublika.wiki/filmy-online/mavka-strazkyne-lesa/,NONE,0,,,https://prehraj.to/hledej/Mavka
1640,Tiché místo: Část II,2020,tiche-misto-cast-ii,,18476,18,"720p,480p",t,t,72,7.2,14.40,tt8332922,650151,https://ceskarepublika.wiki/filmy-online/tiche-misto-cast-ii/,NONE,0,,,https://prehraj.to/hledej/Tich%C3%A9%20m%C3%ADsto
1643,Minamata,2020,minamata,,54562,13,"720p,480p",t,t,72,7.2,14.40,tt9179096,732181,https://ceskarepublika.wiki/filmy-online/minamata/,NONE,0,,,https://prehraj.to/hledej/Minamata
1300,Dalva,2022,dalva,,35073,21,"720p,480p",t,f,70,7.3,14.30,tt19768016,1183895,https://ceskarepublika.wiki/filmy-online/dalva/,NONE,0,,,https://prehraj.to/hledej/Dalva
1596,Profesor a šílenec,2019,profesor-a-silenec,,34333,24,"480p,240p",t,t,71,7.2,14.30,tt5932728,468023,https://ceskarepublika.wiki/filmy-online/profesor-a-silenec/,NONE,0,,,https://prehraj.to/hledej/Profesor%20a%20%C5%A1%C3%ADlenec
2472,Ministranti,2025,ministranti,,58072,16,"720p,480p",f,t,73,6.9,14.20,tt36154132,1601488,https://ceskarepublika.wiki/filmy-online/ministranti/,MAYBE,1,https://prehraj.to/ministranti-1080p/5bf99095b315b1e4,Ministranti 1080p,https://prehraj.to/hledej/Ministranti
6596,Radin!,2020,lakomec,,37262,15,480p,t,f,83,5.9,14.20,tt5253294,443440,https://ceskarepublika.wiki/filmy-online/lakomec/,NONE,0,,,https://prehraj.to/hledej/Radin%21
3142,Fair Play,2014,fair-play,,44540,,,f,t,73,6.8,14.10,tt2199448,336638,https://ceskarepublika.wiki/filmy-online/fair-play/,NONE,0,,,https://prehraj.to/hledej/Fair%20Play
2542,귀공자,2023,the-childe,,32156,9,"720p,480p",f,t,72,6.9,14.10,tt27534328,1363942,https://ceskarepublika.wiki/filmy-online/the-childe/,NONE,0,,,https://prehraj.to/hledej/%EA%B7%80%EA%B3%B5%EC%9E%90
4617,Kouzelný svět Davida Copperfielda,2019,kouzelny-svet-davida-copperfielda,,25359,17,"720p,480p",t,t,77,6.4,14.10,tt6439020,42120,https://ceskarepublika.wiki/filmy-online/kouzelny-svet-davida-copperfielda/,NONE,0,,,https://prehraj.to/hledej/Kouzeln%C3%BD%20sv%C4%9Bt%20Davida%20Copperfielda
3117,Lidice,2011,lidice,,3411,21,"720p,480p,360p",t,f,72,6.8,14.00,tt1754123,241720,https://ceskarepublika.wiki/filmy-online/lidice/,NONE,0,,,https://prehraj.to/hledej/Lidice
3682,Whitney Houston: I Wanna Dance with Somebody,2022,whitney-houston-i-wanna-dance-with-somebody,,32227,20,"720p,480p",t,f,74,6.6,14.00,tt12193804,27309,https://ceskarepublika.wiki/filmy-online/whitney-houston-i-wanna-dance-with-somebody/,NONE,0,,,https://prehraj.to/hledej/Whitney%20Houston
3560,Tísňová linka,2013,tisnova-linka,,608,24,"480p,240p",t,f,73,6.7,14.00,tt1911644,321523,https://ceskarepublika.wiki/filmy-online/tisnova-linka/,NONE,0,,,https://prehraj.to/hledej/T%C3%ADs%C5%88ov%C3%A1%20linka
2814,To se mi snad zdá,2023,to-se-mi-snad-zda,,39310,3,"720p,480p",t,t,71,6.8,13.90,tt21942866,159554,https://ceskarepublika.wiki/filmy-online/to-se-mi-snad-zda/,NONE,0,,,https://prehraj.to/hledej/To%20se%20mi%20snad%20zd%C3%A1
2922,Útěk z Pretorie,2020,utek-z-pretorie,,15762,10,"720p,480p",t,t,71,6.8,13.90,tt5797184,800011,https://ceskarepublika.wiki/filmy-online/utek-z-pretorie/,NONE,0,,,https://prehraj.to/hledej/%C3%9At%C4%9Bk%20z%20Pretorie
2959,Ovečka Shaun ve filmu: Farmageddon,2019,ovecka-shaun-ve-filmu-farmageddon,,6567,,,t,f,71,6.8,13.90,tt6193408,645061,https://ceskarepublika.wiki/filmy-online/ovecka-shaun-ve-filmu-farmageddon/,MAYBE,2,https://prehraj.to/ovecka-shaun-ve-filmu/62406a9622111,OVEČKA SHAUN VE FILMU,https://prehraj.to/hledej/Ove%C4%8Dka%20Shaun%20ve%20filmu
2980,Aquaman,2018,aquaman,,2647,10,"720p,480p,360p",t,t,71,6.8,13.90,tt1477834,271857,https://ceskarepublika.wiki/filmy-online/aquaman/,NONE,0,,,https://prehraj.to/hledej/Aquaman
1910,Paní Harrisová jede do Paříže,2022,pani-harrisova-jede-do-parize,,27257,10,"720p,480p",t,f,68,7.1,13.90,tt5151570,1033955,https://ceskarepublika.wiki/filmy-online/pani-harrisova-jede-do-parize/,NONE,0,,,https://prehraj.to/hledej/Pan%C3%AD%20Harrisov%C3%A1%20jede%20do%20Pa%C5%99%C3%AD%C5%BEe
1630,Belfast,2021,belfast,,28875,17,"720p,480p",t,t,67,7.2,13.90,tt12789558,1008092,https://ceskarepublika.wiki/filmy-online/belfast/,NONE,0,,,https://prehraj.to/hledej/Belfast
1217,Měsíční svit,2016,moonlight,,33907,9,"720p,480p",t,f,64,7.4,13.80,tt4975722,443928,https://ceskarepublika.wiki/filmy-online/moonlight/,FOUND,32,https://prehraj.to/mesicni-svit-s02e03-vysoka-hra/664292a1b264e,Měsíční svit - s02e03 - Vysoká hra,https://prehraj.to/hledej/M%C4%9Bs%C3%AD%C4%8Dn%C3%AD%20svit
4037,Hrdina proti své vůli,1992,hrdina-proti-sve-vuli,,45192,12,"720p,480p",t,f,73,6.5,13.80,tt0104412,3059,https://ceskarepublika.wiki/filmy-online/hrdina-proti-sve-vuli/,NONE,0,,,https://prehraj.to/hledej/Hrdina%20proti%20sv%C3%A9%20v%C5%AFli
7750,Návrat blbýho a blbějšího,2014,navrat-blbyho-a-blbejsiho,,56587,13,"720p,480p",t,f,82,5.6,13.80,tt2096672,42985,https://ceskarepublika.wiki/filmy-online/navrat-blbyho-a-blbejsiho/,FOUND,32,https://prehraj.to/navrat-blbyho-a-blbejsiho/61597c911e238,Návrat blbýho a blbějšího,https://prehraj.to/hledej/N%C3%A1vrat%20blb%C3%BDho%20a%20blb%C4%9Bj%C5%A1%C3%ADho
3305,Láska pod kapotou,2021,laska-pod-kapotou,,23621,12,"720p,480p",t,f,71,6.7,13.80,tt14336000,775939,https://ceskarepublika.wiki/filmy-online/laska-pod-kapotou/,NONE,0,,,https://prehraj.to/hledej/L%C3%A1ska%20pod%20kapotou
2957,Ledové království II,2019,ledove-kralovstvi-ii,,5561,24,"480p,SD",f,t,69,6.8,13.70,tt4520988,413445,https://ceskarepublika.wiki/filmy-online/ledove-kralovstvi-ii/,MAYBE,2,https://prehraj.to/ledove-kralovstvi-ii-2019-animovany-muzikal-fantasy-dobrodruzny-komedie-rodinny-bdrip-1080p-cz-dabing/0aa885665842ffee,Ledové království II (-2019 Animovaný  Muzikál  Fantasy  Dobrodružný  Komedie  Rodinný Bdrip.-1080p.) Cz dabing,https://prehraj.to/hledej/Ledov%C3%A9%20kr%C3%A1lovstv%C3%AD%20II
2499,Společník,2025,spolecnik,,44621,23,"720p,480p",t,f,68,6.9,13.70,tt26584495,1513114,https://ceskarepublika.wiki/filmy-online/spolecnik/,NONE,0,,,https://prehraj.to/hledej/Spole%C4%8Dn%C3%ADk
2523,파묘,2024,exhuma,,36751,21,"720p,480p",f,t,68,6.9,13.70,tt27802490,1478344,https://ceskarepublika.wiki/filmy-online/exhuma/,NONE,0,,,https://prehraj.to/hledej/%ED%8C%8C%EB%AC%98
2207,"Muž, který stál v cestě",2023,muz-ktery-stal-v-ceste,,32377,1,"720p,480p",t,f,67,7,13.70,tt21835206,1223396,https://ceskarepublika.wiki/filmy-online/muz-ktery-stal-v-ceste/,NONE,0,,,https://prehraj.to/hledej/Mu%C5%BE%2C%20kter%C3%BD%20st%C3%A1l%20v%20cest%C4%9B
1594,Želvy Ninja: Mutantí chaos,2023,zelvy-ninja-mutanti-chaos,,32445,23,"720p,480p",t,t,65,7.2,13.70,tt8589698,,https://ceskarepublika.wiki/filmy-online/zelvy-ninja-mutanti-chaos/,NONE,0,,,https://prehraj.to/hledej/%C5%BDelvy%20Ninja
1667,Pat a Mat: Kutilské trampoty,2019,pat-a-mat-kutilske-trampoty,,9749,,,t,f,65,7.2,13.70,tt11349982,765324,https://ceskarepublika.wiki/filmy-online/pat-a-mat-kutilske-trampoty/,NONE,0,,,https://prehraj.to/hledej/Pat%20a%20Mat
3178,Jedna ruka netleská,2003,jedna-ruka-netleska,,15820,13,"720p,480p",t,f,70,6.7,13.70,tt0366635,88028,https://ceskarepublika.wiki/filmy-online/jedna-ruka-netleska/,NONE,0,,,https://prehraj.to/hledej/Jedna%20ruka%20netlesk%C3%A1
4180,Nicky Larson: Agent amatér,2018,nicky-larson-agent-amater,,18477,6,"720p,480p",t,f,71,6.5,13.60,tt8523334,678672,https://ceskarepublika.wiki/filmy-online/nicky-larson-agent-amater/,NONE,0,,,https://prehraj.to/hledej/Nicky%20Larson
7822,Jen trošku štěstí,2006,jen-trosku-stesti,,38705,16,"720p,480p",t,f,81,5.5,13.60,tt0397078,87331,https://ceskarepublika.wiki/filmy-online/jen-trosku-stesti/,FOUND,6,https://prehraj.to/jen-trosku-stesti-2006-fhd-1080p-cz-1629/68a93eb0cd0b5,Jen Trošku Štěstí (2006) FHD 1080p CZ [1629],https://prehraj.to/hledej/Jen%20tro%C5%A1ku%20%C5%A1t%C4%9Bst%C3%AD
3700,Moucha v kufru,2020,moucha-v-kufru,,32770,13,"720p,480p",f,t,70,6.6,13.60,tt10375106,811303,https://ceskarepublika.wiki/filmy-online/moucha-v-kufru/,NONE,0,,,https://prehraj.to/hledej/Moucha%20v%20kufru
7479,Vzpomínka na Benátky,2014,med-v-hlave,,22035,8,"720p,480p",t,f,80,5.6,13.60,tt5836706,666882,https://ceskarepublika.wiki/filmy-online/med-v-hlave/,MAYBE,2,https://prehraj.to/vzpominka-na-benatky-head-full-of-honey-2018-1080p-cz/68497ab79e8a7,Vzpominka.na.Benatky-Head.Full.of.Honey(2018).1080p.CZ.,https://prehraj.to/hledej/Vzpom%C3%ADnka%20na%20Ben%C3%A1tky
7700,Šťastný Nový rok,2011,stastny-novy-rok,,6822,4,"720p,480p,360p",t,f,80,5.6,13.60,tt1598822,32554,https://ceskarepublika.wiki/filmy-online/stastny-novy-rok/,FOUND,17,https://prehraj.to/stastny-novy-rok-2-dobro-dosli-2021-cz/ce92cc3a92d7f004,Šťastný Nový Rok 2.Dobro Došli-2021 CZ,https://prehraj.to/hledej/%C5%A0%C5%A5astn%C3%BD%20Nov%C3%BD%20rok
7406,Kazatel,2011,kazatel,,4659,2,"720p,480p,360p",t,f,79,5.7,13.60,tt0822847,29711,https://ceskarepublika.wiki/filmy-online/kazatel/,FOUND,32,https://prehraj.to/kazatel-2011-cz-dabing/5fa3d3f5ea8c1,Kazatel (2011) CZ Dabing,https://prehraj.to/hledej/Kazatel
8507,Noví mutanti,2020,novi-mutanti,,14609,3,"720p,480p",t,t,82,5.3,13.50,tt4682266,199050,https://ceskarepublika.wiki/filmy-online/novi-mutanti/,FOUND,28,https://prehraj.to/novi-mutanti-2020-cz/62200f797f887,Noví mutanti 2020 CZ,https://prehraj.to/hledej/Nov%C3%AD%20mutanti
2966,キングダム,2019,kingdom,,30200,20,"720p,480p",f,t,67,6.8,13.50,tt9099938,666048,https://ceskarepublika.wiki/filmy-online/kingdom/,NONE,0,,,https://prehraj.to/hledej/%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%80%E3%83%A0
4596,Princezna zakletá v čase,2020,princezna-zakleta-v-case,,16646,12,"720p,480p",t,f,71,6.4,13.50,tt10687740,646451,https://ceskarepublika.wiki/filmy-online/princezna-zakleta-v-case/,NONE,0,,,https://prehraj.to/hledej/Princezna%20zaklet%C3%A1%20v%20%C4%8Dase
8339,Bojovníci severu: Sága Vikingů,2014,bojovnici-severu-saga-vikingu,,2461,11,480p,t,f,81,5.4,13.50,tt2290553,45067,https://ceskarepublika.wiki/filmy-online/bojovnici-severu-saga-vikingu/,FOUND,12,https://prehraj.to/bojovnici-severu-saga-vikingu-northmen-a-viking-saga-2014-brrip-cz-dabing/5fe1aedf0d6c5,Bojovníci-severu--Sága-Vikingů-(Northmen-A-Viking-Saga)-2014-BRrip-CZ-dabing,https://prehraj.to/hledej/Bojovn%C3%ADci%20severu
4151,Gagarin: První ve vesmíru,2013,gagarin-prvni-ve-vesmiru,,16093,10,"720p,480p",t,f,70,6.5,13.50,tt2856930,343278,https://ceskarepublika.wiki/filmy-online/gagarin-prvni-ve-vesmiru/,MAYBE,1,https://prehraj.to/gagarin-prvni-ve-vesmiru-2023-cz-sk-ru-ru/654786db64bc8,Gagarin - První ve vesmíru (2023) CZ-SK-RU-RU,https://prehraj.to/hledej/Gagarin
3194,Mord,2024,mord,,43360,23,"720p,480p",t,f,68,6.7,13.50,tt32477816,1459238,https://ceskarepublika.wiki/filmy-online/mord/,FOUND,4,https://prehraj.to/socialisticky-zombi-mord-2014-sk-dabing/5aaf100cc38fe,Socialistický Zombi Mord (2014) SK Dabing,https://prehraj.to/hledej/Mord
4959,Časový posun,1979,casovy-posun,,12029,3,"480p,240p",t,f,71,6.3,13.40,tt0083050,89898,https://ceskarepublika.wiki/filmy-online/casovy-posun/,NONE,0,,,https://prehraj.to/hledej/%C4%8Casov%C3%BD%20posun
4631,Ženy v běhu,2019,zeny-v-behu,,4271,4,"720p,480p,360p",t,f,70,6.4,13.40,tt8938852,657646,https://ceskarepublika.wiki/filmy-online/zeny-v-behu/,NONE,0,,,https://prehraj.to/hledej/%C5%BDeny%20v%20b%C4%9Bhu
9822,xXx: Nová dimenze,2005,xxx-nova-dimenze,,1933,5,"480p,240p",t,f,89,4.5,13.40,tt0329774,180183,https://ceskarepublika.wiki/filmy-online/xxx-nova-dimenze/,NONE,0,,,https://prehraj.to/hledej/xXx
5525,Hastrman,2018,hastrman,,1944,5,"480p,240p",t,f,72,6.2,13.40,tt6478512,233555,https://ceskarepublika.wiki/filmy-online/hastrman/,NONE,0,,,https://prehraj.to/hledej/Hastrman
2815,Únos 1971,2024,hijack-1971,,38578,2,"720p,480p",f,t,65,6.8,13.30,tt31624258,80497,https://ceskarepublika.wiki/filmy-online/hijack-1971/,MAYBE,1,https://prehraj.to/rozsudek-02-unos-1971/67b21e05dce09,Rozsudek 02 Únos (1971),https://prehraj.to/hledej/%C3%9Anos%201971
3001,A Prayer Before Dawn,2017,a-prayer-before-dawn,,1431,24,"720p,480p,360p",f,t,65,6.8,13.30,tt4080956,208208,https://ceskarepublika.wiki/filmy-online/a-prayer-before-dawn/,NONE,0,,,https://prehraj.to/hledej/A%20Prayer%20Before%20Dawn
4524,Krakonošův poklad,2017,krakonosuv-poklad,,22293,9,"720p,480p",t,f,69,6.4,13.30,tt6733604,571973,https://ceskarepublika.wiki/filmy-online/krakonosuv-poklad/,NONE,0,,,https://prehraj.to/hledej/Krakono%C5%A1%C5%AFv%20poklad
2190,కల్కి 2898-ఎ.డి,2024,kalki-2898-ad,,39360,9,"720p,480p",f,t,63,7,13.30,tt12735488,1395546,https://ceskarepublika.wiki/filmy-online/kalki-2898-ad/,NONE,0,,,https://prehraj.to/hledej/%E0%B0%95%E0%B0%B2%E0%B1%8D%E0%B0%95%E0%B0%BF%202898-%E0%B0%8E.%E0%B0%A1%E0%B0%BF
4134,Scooby-Doo a duch Labužník,2018,scooby-doo-a-duch-labuznik,,1294,,,t,f,68,6.5,13.30,tt8660492,634997,https://ceskarepublika.wiki/filmy-online/scooby-doo-a-duch-labuznik/,NONE,0,,,https://prehraj.to/hledej/Scooby-Doo%20a%20duch%20Labu%C5%BEn%C3%ADk
2307,Zelený pokoj,2015,green-room,,2607,10,"720p,480p,360p",t,f,63,7,13.30,tt4062536,392363,https://ceskarepublika.wiki/filmy-online/green-room/,NONE,0,,,https://prehraj.to/hledej/Zelen%C3%BD%20pokoj
